식품명,식품기원명,대표식품코드,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량,업체명,데이터생성일자,데이터기준일자
육회,가정식(분석 함량),27762,100g,130,73.9,9.93,6.43,1.63,8.12,5.29,6.6,12,1.37,109,236,418,1,1,4,0,0.107,0.307,3.17,0,28.09,2.11,0.08,식품의약품안전처,150g,해당없음,2018-12-31,2023-08-31
리소토_스파이시 씨푸드 리조또,외식(프랜차이즈 등 업체 제공 영양정,1013,100g,148,,5.81,,,,2.49,,,,,,276,,,,,,,,,,2.53,,식품의약품안전처,241g(,할리스,2022-07-11,2023-08-31
리소토_치킨 크림 리조또,외식(프랜차이즈 등 업체 제공 영양정,1013,100g,185,,6.22,,,,1.66,,,,,,217,,,,,,,,,,4.94,,식품의약품안전처,241g(,할리스,2022-07-11,2023-08-31
오므라이스_수플레 오믈렛 라이스,외식(프랜차이즈 등 업체 제공 영양정,1028,100g,167,,4.94,,,,2.47,,,,,,490,,,,,,,,,,2.63,,식품의약품안전처,243g(,할리스,2022-07-11,2023-08-31
주먹밥_까르보나라 구운주먹밥,외식(프랜차이즈 등 업체 제공 영양정,1035,100g,211,,6,,,,2,,,,,,342,,,,,,,,,,3.1,,식품의약품안전처,100g(,이디야,2022-07-08,2023-08-31
주먹밥_매콤 로제 구운주먹밥,외식(프랜차이즈 등 업체 제공 영양정,1035,100g,209,,5,,,,3,,,,,,518,,,,,,,,,,2.2,,식품의약품안전처,100g(,이디야,2022-07-08,2023-08-31
감자빵_강원도알감자빵 (5개입),외식(프랜차이즈 등 업체 제공 영양정,2075,100g,244,,3.13,,,,5,,,,,,400,,,,,,,,,,3.75,,식품의약품안전처,160g(,파리바게뜨,2022-10-30,2023-08-31
감자빵_강원도알감자빵,외식(프랜차이즈 등 업체 제공 영양정,2075,100g,250,,3.13,,,,6.25,,,,,,406,,,,,,,,,,3.44,,식품의약품안전처,32g(o,파리바게뜨,2022-10-30,2023-08-31
건포도빵_건포도빵 (대),외식(프랜차이즈 등 업체 제공 영양정,2076,100g,311,,7.53,,,,9.25,,,,,,355,,,,,,,,,,0.97,,식품의약품안전처,465g(,뚜레쥬르,2022-10-30,2023-08-31
건포도빵_건포도빵 (소),외식(프랜차이즈 등 업체 제공 영양정,2076,100g,310,,7.76,,,,9.48,,,,,,353,,,,,,,,,,0.95,,식품의약품안전처,232g(,뚜레쥬르,2022-10-30,2023-08-31
건포도빵_우리쌀건포도브레드,외식(프랜차이즈 등 업체 제공 영양정,2076,100g,265,,6,,,,9.33,,,,,,333,,,,,,,,,,1.4,,식품의약품안전처,150g(,따삐오,2022-10-30,2023-08-31
계란빵_쌀계란빵,외식(프랜차이즈 등 업체 제공 영양정,2077,100g,313,,2,,,,18,,,,,,361,,,,,,,,,,6,,식품의약품안전처,100g(,롤링핀,2022-10-30,2023-08-31
계란빵_트윈에그브레드,외식(프랜차이즈 등 업체 제공 영양정,2077,100g,238,,10.48,,,,6.67,,,,,,390,,,,,,,,,,4.76,,식품의약품안전처,105g(,뚜레쥬르,2022-10-30,2023-08-31
기타빵_밤이랑고구마랑,외식(프랜차이즈 등 업체 제공 영양정,2078,100g,315,,7,,,,7,,,,,,292,,,,,,,,,,5,,식품의약품안전처,270g(,따삐오,2022-10-30,2023-08-31
기타빵_별님고구마,외식(프랜차이즈 등 업체 제공 영양정,2078,100g,258,,6,,,,6,,,,,,235,,,,,,,,,,3.6,,식품의약품안전처,121g(,따삐오,2022-10-30,2023-08-31
기타빵_춘천 감자빵,외식(프랜차이즈 등 업체 제공 영양정,2078,100g,245,,5,,,,2.5,,,,,,195,,,,,,,,,,5,,식품의약품안전처,120g(,메가커피,2022-07-06,2023-08-31
기타빵_트위스터,외식(프랜차이즈 등 업체 제공 영양정,2078,100g,202,,9.84,,,,1.09,,,,,,703,,,,,,,,,,2.4,,식품의약품안전처,183g(,KFC,2022-10-30,2023-08-31
깨찰빵_깨찰빵,외식(프랜차이즈 등 업체 제공 영양정,2079,100g,302,,4,,,,4,,,,,,560,,,,,,,,,,4.4,,식품의약품안전처,50g(o,따삐오,2022-10-30,2023-08-31
깨찰빵_깨찰빵,외식(프랜차이즈 등 업체 제공 영양정,2079,100g,375,,4.17,,,,4.17,,,,,,438,,,,,,,,,,6.46,,식품의약품안전처,48g(o,뚜레쥬르,2022-10-30,2023-08-31
깨찰빵_씨앗찰빵,외식(프랜차이즈 등 업체 제공 영양정,2079,100g,366,,6,,,,16,,,,,,68,,,,,,,,,,6,,식품의약품안전처,100g(,롤링핀,2022-10-30,2023-08-31
깨찰빵_쫀득쫀득한찰깨빵 (2개입),외식(프랜차이즈 등 업체 제공 영양정,2079,100g,373,,3.64,,,,7.27,,,,,,664,,,,,,,,,,4.55,,식품의약품안전처,110g(,파리바게뜨,2022-10-30,2023-08-31
깨찰빵_쫀득쫀득한찰깨빵,외식(프랜차이즈 등 업체 제공 영양정,2079,100g,373,,3.64,,,,7.27,,,,,,655,,,,,,,,,,4.91,,식품의약품안전처,55g(o,파리바게뜨,2022-10-30,2023-08-31
깨찰빵_쫀득한모카찰깨빵,외식(프랜차이즈 등 업체 제공 영양정,2079,100g,357,,4.29,,,,11.43,,,,,,557,,,,,,,,,,4.43,,식품의약품안전처,70g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_고구마품은꽈배기,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,339,,5.71,,,,11.43,,,,,,314,,,,,,,,,,6.43,,식품의약품안전처,140g(,파리바게뜨,2022-10-30,2023-08-31
도넛_골드초코 허니비,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,479,,6.41,,,,23.08,,,,,,147,,,,,,,,,,12.82,,식품의약품안전처,78g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_글레이즈드 사워크림,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,426,,2.5,,,,36.25,,,,,,300,,,,,,,,,,6.25,,식품의약품안전처,80g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_글레이즈드 초콜릿 케익,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,416,,3.75,,,,35,,,,,,250,,,,,,,,,,6.25,,식품의약품안전처,80g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_글레이즈츄잉스타,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,404,,1.92,,,,11.54,,,,,,269,,,,,,,,,,5.19,,식품의약품안전처,52g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_기라델리민트초코링,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,388,,5.56,,,,23.61,,,,,,417,,,,,,,,,,12.5,,식품의약품안전처,72g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_깨찰도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,384,,3.57,,,,3.57,,,,,,357,,,,,,,,,,6.79,,식품의약품안전처,56g(o,뚜레쥬르,2022-10-30,2023-08-31
도넛_깨찰도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,444,,4.44,,,,6.67,,,,,,260,,,,,,,,,,6.67,,식품의약품안전처,45g(o,송사부수제쌀고로케,2022-10-30,2023-08-31
도넛_뉴욕 치즈케익,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,369,,5.56,,,,20,,,,,,167,,,,,,,,,,6.67,,식품의약품안전처,90g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_뉴패스트리도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,408,,6.12,,,,14.29,,,,,,347,,,,,,,,,,9.8,,식품의약품안전처,49g(o,뚜레쥬르,2022-10-30,2023-08-31
도넛_다크초코링도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,469,,6.15,,,,15.38,,,,,,400,,,,,,,,,,7.23,,식품의약품안전처,65g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_다크초코츄잉스타,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,444,,3.7,,,,9.26,,,,,,213,,,,,,,,,,12.96,,식품의약품안전처,54g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_단팥도너츠,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,304,,8.75,,,,16.25,,,,,,325,,,,,,,,,,3.88,,식품의약품안전처,80g(o,따삐오,2022-10-30,2023-08-31
도넛_단팥품은꽈배기,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,330,,6.09,,,,20,,,,,,313,,,,,,,,,,2.78,,식품의약품안전처,115g(,파리바게뜨,2022-10-30,2023-08-31
도넛_달콤한 꿀도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,343,,5.71,,,,8.57,,,,,,371,,,,,,,,,,2.29,,식품의약품안전처,35g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_달콤한꿀도넛 (3개입),외식(프랜차이즈 등 업체 제공 영양정,2082,100g,348,,4.76,,,,8.57,,,,,,371,,,,,,,,,,2.38,,식품의약품안전처,105g(,파리바게뜨,2022-10-30,2023-08-31
도넛_달콤한꿀도넛 (4개입),외식(프랜차이즈 등 업체 제공 영양정,2082,100g,350,,5,,,,8.57,,,,,,371,,,,,,,,,,2.36,,식품의약품안전처,140g(,파리바게뜨,2022-10-30,2023-08-31
도넛_달콤한꿀도넛 (5개입),외식(프랜차이즈 등 업체 제공 영양정,2082,100g,349,,5.14,,,,8.57,,,,,,371,,,,,,,,,,2.34,,식품의약품안전처,175g(,파리바게뜨,2022-10-30,2023-08-31
도넛_달콤한왕꽈배기,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,377,,5.45,,,,12.73,,,,,,382,,,,,,,,,,3.09,,식품의약품안전처,110g(,파리바게뜨,2022-10-30,2023-08-31
도넛_던킨카페모카롤,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,433,,5.26,,,,21.05,,,,,,539,,,,,,,,,,9.21,,식품의약품안전처,76g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_데니쉬꽈배기,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,442,,8,,,,12,,,,,,322,,,,,,,,,,5.8,,식품의약품안전처,50g(o,송사부수제쌀고로케,2022-10-30,2023-08-31
도넛_돌돌말린소시지도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,341,,7.06,,,,7.06,,,,,,447,,,,,,,,,,3.18,,식품의약품안전처,85g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_딸기 와플넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,416,,5.56,,,,25.4,,,,,,206,,,,,,,,,,10.32,,식품의약품안전처,126g(,크리스피크림도넛,2022-10-30,2023-08-31
도넛_딸기 우유크림 듬뿍,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,405,,5.75,,,,24.14,,,,,,126,,,,,,,,,,11.49,,식품의약품안전처,87g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_딸기마카롱도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,433,,7.69,,,,5.77,,,,,,308,,,,,,,,,,13.46,,식품의약품안전처,52g(o,뚜레쥬르,2022-10-30,2023-08-31
도넛_딸기츄이스티,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,450,,1.92,,,,17.31,,,,,,346,,,,,,,,,,9.04,,식품의약품안전처,52g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_또르체티 이탈리아 꽈배기과자,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,463,,7.5,,,,12.5,,,,,,600,,,,,,,,,,15,,식품의약품안전처,40g(o,파스쿠찌,2022-07-11,2023-08-31
도넛_러블리듀얼하트,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,353,,4.05,,,,13.51,,,,,,446,,,,,,,,,,9.46,,식품의약품안전처,74g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_레이디버그,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,481,,6.49,,,,22.08,,,,,,169,,,,,,,,,,11.69,,식품의약품안전처,77g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_로투스 비스코프 도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,456,,6.1,,,,17.07,,,,,,207,,,,,,,,,,10.98,,식품의약품안전처,82g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_루비초코 블라썸,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,400,,5.19,,,,19.48,,,,,,143,,,,,,,,,,10.39,,식품의약품안전처,77g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_못난이찹쌀고구마크림치즈도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,293,,6.81,,,,11.74,,,,,,329,,,,,,,,,,5.07,,식품의약품안전처,69g(o,못난이꽈배기,2022-10-30,2023-08-31
도넛_못난이찹쌀깨찰도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,560,,1,,,,10,,,,,,320,,,,,,,,,,2.5,,식품의약품안전처,32g(o,못난이꽈배기,2022-10-30,2023-08-31
도넛_못난이찹쌀꽈배기,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,291,,7.27,,,,11.09,,,,,,28,,,,,,,,,,1.09,,식품의약품안전처,55g(o,못난이꽈배기,2022-10-30,2023-08-31
도넛_못난이찹쌀모짜렐라치즈도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,276,,10.71,,,,8.14,,,,,,352,,,,,,,,,,2.14,,식품의약품안전처,70g(o,못난이꽈배기,2022-10-30,2023-08-31
도넛_못난이찹쌀유자도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,271,,6.57,,,,19.43,,,,,,149,,,,,,,,,,0.71,,식품의약품안전처,70g(o,못난이꽈배기,2022-10-30,2023-08-31
도넛_못난이찹쌀팥도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,279,,7,,,,20.86,,,,,,172,,,,,,,,,,0.71,,식품의약품안전처,70g(o,못난이꽈배기,2022-10-30,2023-08-31
도넛_미니 오리지널 글레이즈드,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,439,,8.7,,,,21.74,,,,,,174,,,,,,,,,,7.39,,식품의약품안전처,23g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_미니찹쌀도너츠,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,466,,5.26,,,,21.05,,,,,,303,,,,,,,,,,4.74,,식품의약품안전처,38g(o,따삐오,2022-10-30,2023-08-31
도넛_미니찹쌀도넛 (3개입),외식(프랜차이즈 등 업체 제공 영양정,2082,100g,395,,4.76,,,,17.14,,,,,,390,,,,,,,,,,1.71,,식품의약품안전처,105g(,파리바게뜨,2022-10-30,2023-08-31
도넛_미니찹쌀도넛 (4개입),외식(프랜차이즈 등 업체 제공 영양정,2082,100g,393,,5,,,,17.14,,,,,,393,,,,,,,,,,1.71,,식품의약품안전처,140g(,파리바게뜨,2022-10-30,2023-08-31
도넛_미니찹쌀도넛 (5개입),외식(프랜차이즈 등 업체 제공 영양정,2082,100g,394,,5.14,,,,17.14,,,,,,394,,,,,,,,,,1.71,,식품의약품안전처,175g(,파리바게뜨,2022-10-30,2023-08-31
도넛_미니찹쌀도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,366,,4,,,,15,,,,,,293,,,,,,,,,,2.8,,식품의약품안전처,100g(,송사부수제쌀고로케,2022-10-30,2023-08-31
도넛_미니찹쌀도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,400,,5.71,,,,17.14,,,,,,400,,,,,,,,,,1.71,,식품의약품안전처,35g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_밀크크림 플라워,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,415,,5.63,,,,22.54,,,,,,183,,,,,,,,,,14.08,,식품의약품안전처,71g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_베리베리크림도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,365,,5,,,,6,,,,,,230,,,,,,,,,,5,,식품의약품안전처,100g(,파리바게뜨,2022-10-30,2023-08-31
도넛_베이크드 헤이즐넛 쇼콜라넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,435,,6.92,,,,21.54,,,,,,356,,,,,,,,,,6.15,,식품의약품안전처,130g(,스타벅스,2022-06-24,2023-08-31
도넛_보스톤크림,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,365,,4.84,,,,16.13,,,,,,452,,,,,,,,,,9.68,,식품의약품안전처,62g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_생도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,496,,5.71,,,,22.86,,,,,,163,,,,,,,,,,4.71,,식품의약품안전처,70g(o,송사부수제쌀고로케,2022-10-30,2023-08-31
도넛_생도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,450,,7.5,,,,17.5,,,,,,225,,,,,,,,,,4.5,,식품의약품안전처,40g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_소금우유도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,460,,3.33,,,,20,,,,,,300,,,,,,,,,,10,,식품의약품안전처,60g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_소보로만난앙넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,391,,7.27,,,,30.91,,,,,,345,,,,,,,,,,3.64,,식품의약품안전처,55g(o,뚜레쥬르,2022-10-30,2023-08-31
도넛_솔티카라멜바이츠,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,392,,5.41,,,,14.86,,,,,,608,,,,,,,,,,8.11,,식품의약품안전처,74g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_송사부꽈배기,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,382,,7.89,,,,10.53,,,,,,347,,,,,,,,,,4.74,,식품의약품안전처,38g(o,송사부수제쌀고로케,2022-10-30,2023-08-31
도넛_슈거코티드,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,444,,6.67,,,,20,,,,,,178,,,,,,,,,,8,,식품의약품안전처,45g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_스노우링도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,420,,6,,,,4,,,,,,500,,,,,,,,,,3.4,,식품의약품안전처,50g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_시나몬슈가링도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,420,,6,,,,8,,,,,,500,,,,,,,,,,2.8,,식품의약품안전처,50g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_아몬드초코링도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,468,,8.06,,,,8.06,,,,,,403,,,,,,,,,,4.84,,식품의약품안전처,62g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_엄마랑장볼때먹던그때그도나쓰,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,322,,3.7,,,,15.56,,,,,,422,,,,,,,,,,3.33,,식품의약품안전처,135g(,뚜레쥬르,2022-10-30,2023-08-31
도넛_옛날왕슈크림도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,326,,6.32,,,,12.63,,,,,,305,,,,,,,,,,2.74,,식품의약품안전처,95g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_오리지널 글레이즈드,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,428,,6.38,,,,19.15,,,,,,255,,,,,,,,,,7.66,,식품의약품안전처,47g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_오리지널 바이츠,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,436,,7.14,,,,22.32,,,,,,179,,,,,,,,,,7.14,,식품의약품안전처,112g(,크리스피크림도넛,2022-10-30,2023-08-31
도넛_오리지널 우유 크림 필드,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,403,,6.45,,,,20.97,,,,,,210,,,,,,,,,,11.29,,식품의약품안전처,62g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_오리지널 초콜릿 필드,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,456,,6.45,,,,27.42,,,,,,226,,,,,,,,,,7.1,,식품의약품안전처,62g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_옥수수꽈배기,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,404,,7.89,,,,14.47,,,,,,592,,,,,,,,,,7.89,,식품의약품안전처,76g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_옥수수찹쌀도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,332,,4,,,,20,,,,,,330,,,,,,,,,,2.4,,식품의약품안전처,50g(o,송사부수제쌀고로케,2022-10-30,2023-08-31
도넛_올드훼션드먼치킨,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,429,,5,,,,28.57,,,,,,393,,,,,,,,,,10,,식품의약품안전처,14g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_올리브츄이스티,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,424,,1.96,,,,21.57,,,,,,333,,,,,,,,,,7.84,,식품의약품안전처,51g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_왕크림도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,338,,5.38,,,,11.54,,,,,,223,,,,,,,,,,10,,식품의약품안전처,130g(,파리바게뜨,2022-10-30,2023-08-31
도넛_요거트올드훼션드,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,457,,4.62,,,,29.23,,,,,,354,,,,,,,,,,12.31,,식품의약품안전처,65g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_우유크림 듬뿍,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,395,,5.75,,,,21.84,,,,,,126,,,,,,,,,,11.49,,식품의약품안전처,87g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_쫄깃한왕꽈배기,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,373,,5.45,,,,12.73,,,,,,382,,,,,,,,,,3.09,,식품의약품안전처,110g(,파리바게뜨,2022-10-30,2023-08-31
도넛_쫄깃한찹쌀도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,340,,6.17,,,,23.46,,,,,,395,,,,,,,,,,2.22,,식품의약품안전처,81g(o,뚜레쥬르,2022-10-30,2023-08-31
도넛_쫄깃한찹쌀스틱 시나몬,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,400,,1.8,,,,10,,,,,,540,,,,,,,,,,6.4,,식품의약품안전처,50g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_찹쌀꽈배기도너츠,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,462,,8,,,,10,,,,,,260,,,,,,,,,,9.2,,식품의약품안전처,50g(o,따삐오,2022-10-30,2023-08-31
도넛_찹쌀꽈배기,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,366,,6.15,,,,9.23,,,,,,180,,,,,,,,,,3.23,,식품의약품안전처,65g(o,송사부수제쌀고로케,2022-10-30,2023-08-31
도넛_찹쌀도너츠,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,380,,4,,,,9.33,,,,,,293,,,,,,,,,,3.33,,식품의약품안전처,75g(o,따삐오,2022-10-30,2023-08-31
도넛_찹쌀도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,336,,6,,,,24,,,,,,274,,,,,,,,,,2,,식품의약품안전처,50g(o,송사부수제쌀고로케,2022-10-30,2023-08-31
도넛_찹쌀도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,316,,5.26,,,,17.89,,,,,,200,,,,,,,,,,1.26,,식품의약품안전처,95g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_찹쌀페스츄리도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,427,,7.27,,,,12.73,,,,,,345,,,,,,,,,,9.09,,식품의약품안전처,55g(o,파리바게뜨,2022-10-30,2023-08-31
도넛_초코 와플넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,437,,6.35,,,,24.6,,,,,,214,,,,,,,,,,10.32,,식품의약품안전처,126g(,크리스피크림도넛,2022-10-30,2023-08-31
도넛_초코마카롱도넛,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,413,,7.69,,,,5.77,,,,,,327,,,,,,,,,,11.54,,식품의약품안전처,52g(o,뚜레쥬르,2022-10-30,2023-08-31
도넛_초코베리듀얼하트,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,330,,2.63,,,,11.84,,,,,,434,,,,,,,,,,7.89,,식품의약품안전처,76g(o,던킨도너츠,2022-10-30,2023-08-31
도넛_초코홀릭,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,489,,7.27,,,,18.18,,,,,,145,,,,,,,,,,16.36,,식품의약품안전처,55g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_초콜릿 아이스드 글레이즈드,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,441,,7.14,,,,23.21,,,,,,214,,,,,,,,,,10.71,,식품의약품안전처,56g(o,크리스피크림도넛,2022-10-30,2023-08-31
도넛_카라멜 아이스드,외식(프랜차이즈 등 업체 제공 영양정,2082,100g,372,,4.69,,,,26.56,,,,,,188,,,,,,,,,,5.78,,식품의약품안전처,64g(o,크리스피크림도넛,2022-10-30,2023-08-31
